1060404.0000	6.9700	7.2100	6.9300	7.0800	76522264.0000	
1060405.0000	7.1400	7.2200	7.1400	7.1800	35091904.0000	
1060406.0000	7.2600	7.4000	7.2200	7.2900	42269848.0000	
1060407.0000	7.2900	7.3500	7.0700	7.1000	43138708.0000	
1060410.0000	7.1000	7.2300	7.0900	7.1600	23200572.0000	
1060411.0000	7.0600	7.1400	6.9700	6.9800	23534688.0000	
1060412.0000	6.9300	7.1000	6.7200	7.0300	102698392.0000	
1060413.0000	7.0500	7.1800	6.9200	6.9300	58402580.0000	
1060418.0000	6.9500	7.0100	6.9100	6.9300	20488658.0000	
1060419.0000	7.0400	7.0900	7.0100	7.0700	56355736.0000	
1060420.0000	7.1100	7.1600	7.0300	7.0400	62138632.0000	
1060421.0000	7.0600	7.1100	6.9700	7.0100	25158994.0000	
1060424.0000	6.8500	6.8600	6.7600	6.7700	10084468.0000	
1060425.0000	6.7800	6.9000	6.7200	6.7300	37396624.0000	
1060426.0000	6.7450	6.9800	6.7400	6.9200	35166080.0000	
