1050711.0000	4.5700	4.5900	4.5500	4.5700	13326473.0000	
1050712.0000	4.5700	4.5800	4.5500	4.5700	12916671.0000	
1050713.0000	4.5600	4.5800	4.5500	4.5700	13267233.0000	
1050714.0000	4.5800	4.5900	4.5700	4.5800	18263416.0000	
1050715.0000	4.5900	4.6400	4.5700	4.6400	16443279.0000	
1050718.0000	4.6400	4.7400	4.6400	4.7400	20931682.0000	
1050719.0000	4.7500	4.8200	4.7100	4.8200	19422510.0000	
1050720.0000	4.8200	4.9300	4.7700	4.8700	32254916.0000	
1050721.0000	4.9300	4.9300	4.8600	4.9000	20641520.0000	
1050722.0000	4.9000	4.9500	4.8600	4.8900	12241200.0000	
1050725.0000	4.9100	4.9200	4.8100	4.8800	10806354.0000	
1050726.0000	4.8800	4.8800	4.8200	4.8600	11924350.0000	
1050727.0000	4.8100	4.8800	4.8100	4.8200	15512990.0000	
1050728.0000	4.8200	4.8400	4.7500	4.8000	14915024.0000	
1050729.0000	4.8000	4.8200	4.7400	4.8000	11399512.0000	
1050801.0000	4.7900	4.8800	4.7600	4.8100	18606130.0000	
1050802.0000	4.8400	4.8600	4.8100	4.8500	10347372.0000	
1050803.0000	4.8600	4.8700	4.8400	4.8600	9631832.0000	
1050804.0000	4.8400	4.8600	4.8100	4.8300	11049292.0000	
1050805.0000	4.8000	4.8200	4.7800	4.7900	7768578.0000	
1050808.0000	4.7800	4.8200	4.7800	4.8000	4010371.0000	
1050809.0000	4.8000	4.8000	4.7800	4.8000	6675687.0000	
1050810.0000	4.7800	4.8400	4.7800	4.8200	6425449.0000	
1050811.0000	4.8200	4.8200	4.8000	4.8200	4750445.0000	
1050812.0000	4.8600	4.8600	4.8000	4.8000	9087765.0000	
1050816.0000	4.8300	4.8300	4.7100	4.7300	12135046.0000	
1050817.0000	4.7200	4.7200	4.6300	4.6400	19808628.0000	
1050818.0000	4.6400	4.6400	4.5700	4.6000	14372236.0000	
1050819.0000	4.6100	4.6200	4.5700	4.6000	9765636.0000	
1050822.0000	4.6200	4.7000	4.6000	4.6900	14931276.0000	
1050823.0000	4.6800	4.6900	4.6200	4.6500	7234664.0000	
1050824.0000	4.6300	4.6800	4.6300	4.6600	5924389.0000	
1050825.0000	4.6400	4.6400	4.5900	4.6100	10327769.0000	
1050826.0000	4.6100	4.6200	4.4900	4.5200	25551744.0000	
1050829.0000	4.4600	4.4800	4.4100	4.4200	16988150.0000	
1050830.0000	4.4100	4.5100	4.4100	4.4500	16563389.0000	
1050831.0000	4.4500	4.5500	4.4400	4.5500	16420248.0000	
1050901.0000	4.5700	4.6300	4.5500	4.5700	12565508.0000	
1050902.0000	4.5800	4.6100	4.5200	4.5500	7582901.0000	
1050905.0000	4.5700	4.6200	4.5200	4.6000	5557899.0000	
1050906.0000	4.5800	4.6400	4.5700	4.6200	8984935.0000	
1050907.0000	4.6600	4.6700	4.5700	4.5700	15422065.0000	
1050908.0000	4.5800	4.6100	4.5500	4.6000	10535004.0000	
1050909.0000	4.6500	4.7000	4.5900	4.6400	30424320.0000	
1050912.0000	4.6800	4.6800	4.5400	4.5700	17825242.0000	
1050913.0000	4.5700	4.5800	4.4600	4.4600	16814226.0000	
1050914.0000	4.4800	4.5300	4.4500	4.4500	13764664.0000	
1050915.0000	4.4400	4.4800	4.4200	4.4300	12143526.0000	
1050916.0000	4.4600	4.4800	4.4400	4.4700	36215312.0000	
1050919.0000	4.4500	4.4800	4.4300	4.4500	10344714.0000	
1050920.0000	4.4500	4.4700	4.4300	4.4600	9454951.0000	
1050921.0000	4.4500	4.4700	4.4300	4.4500	19649464.0000	
1050922.0000	4.4300	4.4400	4.3800	4.3900	10603615.0000	
1050923.0000	4.3900	4.4100	4.3000	4.3200	14440496.0000	
1050926.0000	4.3300	4.3600	4.3300	4.3500	11645472.0000	
1050927.0000	4.3900	4.5600	4.3800	4.5500	38406508.0000	
1050928.0000	4.5800	4.6300	4.5600	4.5900	17182154.0000	
1050929.0000	4.5700	4.6500	4.5300	4.6000	18945946.0000	
1050930.0000	4.6500	4.6600	4.5300	4.5500	14682880.0000	
1051003.0000	4.5300	4.5900	4.5000	4.5300	14068319.0000	
1051004.0000	4.5500	4.6100	4.5300	4.6000	12468539.0000	
1051005.0000	4.6000	4.6600	4.5600	4.6000	10146509.0000	
1051006.0000	4.5400	4.5600	4.4900	4.5200	15986710.0000	
1051007.0000	4.4800	4.5000	4.4300	4.4500	12512828.0000	
1051010.0000	4.4900	4.5000	4.4100	4.4200	6211660.0000	
1051011.0000	4.4200	4.4500	4.4000	4.4100	9216650.0000	
1051012.0000	4.4000	4.4100	4.3400	4.3700	10051000.0000	
1051013.0000	4.3500	4.3800	4.3200	4.3400	6910897.0000	
1051014.0000	4.3900	4.4200	4.3300	4.3900	12778421.0000	
1051017.0000	4.3700	4.4000	4.3400	4.3800	4733758.0000	
1051018.0000	4.3800	4.4000	4.2900	4.3200	13882085.0000	
1051019.0000	4.3000	4.3300	4.2100	4.2800	16318127.0000	
1051020.0000	4.3200	4.3200	4.2400	4.2400	6514558.0000	
1051021.0000	4.2000	4.2700	4.2000	4.2400	5969113.0000	
1051024.0000	4.2400	4.2700	4.2000	4.2500	6505938.0000	
1051025.0000	4.2800	4.2800	4.2200	4.2400	7060505.0000	
1051026.0000	4.2500	4.2900	4.2300	4.2900	13019251.0000	
1051027.0000	4.2800	4.3100	4.2300	4.2600	15050958.0000	
1051028.0000	4.2400	4.2600	4.2100	4.2400	9802422.0000	
1051031.0000	4.2600	4.3500	4.2200	4.3500	11890999.0000	
1051101.0000	4.3600	4.4700	4.3600	4.4300	17204680.0000	
1051102.0000	4.4500	4.4900	4.4300	4.4500	13471197.0000	
1051103.0000	4.4800	4.5000	4.4400	4.4700	9992718.0000	
1051104.0000	4.4400	4.4500	4.4000	4.4300	10201688.0000	
1051107.0000	4.4400	4.4600	4.3800	4.4400	10310530.0000	
1051108.0000	4.4600	4.4700	4.4300	4.4400	7364429.0000	
1051109.0000	4.4800	4.6300	4.4500	4.6300	53102452.0000	
1051110.0000	4.6600	4.7100	4.6200	4.6600	30980512.0000	
1051111.0000	4.6800	4.7300	4.6800	4.7300	17976920.0000	
1051114.0000	4.7200	4.7300	4.6700	4.6800	13461781.0000	
1051115.0000	4.6600	4.7000	4.6000	4.6100	18117756.0000	
1051116.0000	4.5900	4.6800	4.5900	4.6600	13047562.0000	
1051117.0000	4.6700	4.7000	4.6600	4.6700	12810061.0000	
1051118.0000	4.7400	4.7800	4.7200	4.7500	20820520.0000	
1051121.0000	4.7700	4.8200	4.7500	4.8100	14942976.0000	
1051122.0000	4.8300	4.8300	4.7400	4.8000	8638790.0000	
1051123.0000	4.7900	4.8400	4.7800	4.7800	13284111.0000	
1051124.0000	4.7900	4.8400	4.7600	4.8100	10003237.0000	
1051125.0000	4.8200	4.8200	4.7800	4.8100	3830897.0000	
1051128.0000	4.8200	4.8600	4.8100	4.8200	11464728.0000	
1051129.0000	4.8000	4.8200	4.7800	4.7900	11453231.0000	
1051130.0000	4.8000	4.8200	4.7600	4.7600	14267465.0000	
1051201.0000	4.7500	4.8000	4.7200	4.8000	17436180.0000	
1051202.0000	4.8200	4.8400	4.7900	4.8200	13584090.0000	
1051205.0000	4.8300	4.8600	4.8000	4.8200	13221400.0000	
1051206.0000	4.8100	4.8400	4.8100	4.8300	9985786.0000	
1051207.0000	4.8400	4.8400	4.7900	4.8000	8861124.0000	
1051208.0000	4.7800	4.8700	4.7700	4.8700	11849311.0000	
1051209.0000	4.8700	4.8800	4.8400	4.8800	7888371.0000	
1051212.0000	4.8900	4.9100	4.8200	4.9100	15571346.0000	
1051213.0000	4.9100	4.9300	4.8400	4.8700	14152704.0000	
1051214.0000	4.8600	4.8600	4.8000	4.8200	14404946.0000	
1051215.0000	4.8000	4.8300	4.7500	4.7500	15790503.0000	
1051216.0000	4.7800	4.8600	4.7400	4.8400	25314856.0000	
1051219.0000	4.8400	4.9700	4.8300	4.9300	20889340.0000	
1051220.0000	4.9300	5.0500	4.9200	4.9900	28240224.0000	
1051221.0000	5.0200	5.0500	4.9400	4.9500	13285170.0000	
1051222.0000	4.9600	4.9900	4.9100	4.9700	6859627.0000	
1051223.0000	4.9700	4.9800	4.9400	4.9600	5005858.0000	
1051227.0000	4.9500	4.9700	4.9200	4.9300	3580507.0000	
1051228.0000	4.9300	4.9500	4.9100	4.9500	3128872.0000	
1051229.0000	4.9600	5.0100	4.9100	4.9300	9707699.0000	
1051230.0000	4.9200	4.9300	4.8600	4.8900	10091746.0000	
1060102.0000	4.8900	4.9200	4.8500	4.9200	4272188.0000	
1060103.0000	4.9400	4.9800	4.9200	4.9700	10391888.0000	
1060104.0000	5.0000	5.0700	4.9700	5.0700	18170294.0000	
1060105.0000	5.0600	5.0700	4.9700	4.9700	21226310.0000	
1060106.0000	4.9900	5.0000	4.9400	4.9700	6360120.0000	
1060109.0000	4.9600	5.0200	4.9500	4.9800	9686605.0000	
1060110.0000	4.9800	4.9900	4.9100	4.9200	15118423.0000	
1060111.0000	4.9200	4.9500	4.9100	4.9400	13033120.0000	
1060112.0000	4.9100	4.9900	4.9100	4.9300	12283477.0000	
1060113.0000	4.9100	4.9500	4.9100	4.9400	15174713.0000	
1060116.0000	4.9500	4.9900	4.9300	4.9800	10997040.0000	
1060117.0000	4.9400	5.2000	4.9200	5.1800	55846504.0000	
1060118.0000	5.1200	5.2400	5.0800	5.2000	31021340.0000	
1060119.0000	5.2200	5.2800	5.1500	5.1800	20191350.0000	
1060120.0000	5.1800	5.2300	5.0800	5.1000	14277560.0000	
1060123.0000	5.0300	5.1200	5.0300	5.1100	8601113.0000	
1060124.0000	5.0700	5.1500	5.0700	5.1000	15176459.0000	
1060125.0000	5.1100	5.2000	5.0800	5.1800	15276402.0000	
1060126.0000	5.1800	5.3700	5.1600	5.3200	30879956.0000	
1060127.0000	5.3700	5.4200	5.2600	5.2800	20493980.0000	
1060130.0000	5.2900	5.3200	5.2500	5.2600	7854907.0000	
1060131.0000	5.2600	5.3300	5.2600	5.3200	12707504.0000	
1060201.0000	5.3000	5.4700	5.2800	5.3900	17031870.0000	
1060202.0000	5.4300	5.4300	5.3200	5.3500	13977992.0000	
1060203.0000	5.3700	5.3800	5.2500	5.3300	16279103.0000	
1060206.0000	5.5100	5.7400	5.4600	5.7400	80007608.0000	
1060207.0000	5.7200	5.8600	5.6100	5.6800	49045316.0000	
1060208.0000	5.6600	5.7800	5.5900	5.7500	28702636.0000	
1060209.0000	5.7700	5.8400	5.7500	5.7800	17756742.0000	
1060213.0000	5.7200	5.8000	5.7100	5.7800	13640154.0000	
1060214.0000	5.8000	5.8400	5.7800	5.8100	14838748.0000	
1060215.0000	5.8000	5.8200	5.7400	5.8000	13820705.0000	
1060216.0000	5.8400	6.0000	5.8100	5.9900	29666676.0000	
1060217.0000	6.0000	6.1800	5.9700	6.1600	42609240.0000	
1060220.0000	6.1600	6.3900	6.1600	6.3200	42010160.0000	
1060221.0000	6.3800	6.4100	6.1400	6.1600	49011520.0000	
1060222.0000	6.0600	6.3200	6.0300	6.3100	53851968.0000	
1060223.0000	6.3400	6.4000	6.2400	6.3200	36320728.0000	
1060224.0000	6.3200	6.6300	6.3200	6.4900	92323264.0000	
1060227.0000	6.5300	6.5500	6.4100	6.5000	27821764.0000	
1060228.0000	6.5000	6.5500	6.3300	6.3400	35244288.0000	
1060301.0000	6.3200	6.4000	6.2900	6.4000	22858828.0000	
1060302.0000	6.4200	6.4500	6.2600	6.2700	17552540.0000	
1060303.0000	6.2600	6.4600	6.2300	6.3900	30217898.0000	
1060306.0000	6.4400	6.4600	6.3200	6.3800	23165150.0000	
1060308.0000	6.3000	6.4500	6.2700	6.3500	37220596.0000	
1060309.0000	6.4900	6.7000	6.4300	6.6900	54622308.0000	
1060310.0000	6.8000	7.0600	6.7600	6.8400	117307368.0000	
1060313.0000	6.6900	6.8800	6.6400	6.7000	49339264.0000	
1060314.0000	6.6600	6.8800	6.6300	6.8700	39441596.0000	
1060315.0000	6.9900	7.0200	6.8100	6.8600	40023460.0000	
1060316.0000	6.9100	6.9500	6.8400	6.9300	19256912.0000	
1060317.0000	6.9400	7.0000	6.7800	6.9100	32181172.0000	
1060320.0000	6.9700	6.9700	6.8900	6.9100	14630271.0000	
1060321.0000	6.9300	6.9700	6.8100	6.9100	19049148.0000	
1060322.0000	6.8700	6.9800	6.8600	6.9500	18037488.0000	
1060323.0000	6.9600	6.9700	6.8000	6.8200	18906052.0000	
1060324.0000	6.7800	6.8300	6.7100	6.7800	22744376.0000	
1060327.0000	6.7800	6.7800	6.6100	6.6600	17745568.0000	
1060328.0000	6.6400	6.6900	6.5100	6.6400	38856856.0000	
1060330.0000	6.7200	6.9500	6.7200	6.9100	44409064.0000	
1060331.0000	6.8800	6.9800	6.8500	6.8600	24055740.0000	
1060403.0000	6.9300	6.9800	6.8700	6.9400	15765126.0000	
